Timestamp,Price,stock_volume,amount_volume
2020/4/15,14.47,4546841,66845231.86
2020/4/14,14.43,2890194,41249365.1
2020/4/13,13.97,2761950,38079881.9
2020/4/10,13.9,5415841,76617604.91
2020/4/9,14.95,3484671,52116754.4
2020/4/8,14.66,2518471,36842911.93
2020/4/7,14.6,3579604,52107345.26
2020/4/3,14.21,3131681,44812326.41
2020/4/2,14.62,3181697,45753308.27
2020/4/1,14.23,4257700,61671158.18
2020/3/31,14.67,5260182,78797644.39
2020/3/30,15.2,6517927,100407213.4
2020/3/27,16.1,5974212,98496205.35
2020/3/26,16.29,9436224,155974258.6
2020/3/25,17.29,9466279,160920480.1
2020/3/24,16.23,9732770,157480045.7
2020/3/23,16.7,9796479,168382677.3
2020/3/20,17.8,15401495,273657456.6
2020/3/19,17.05,11885720,198916866.7
2020/3/18,16.4,11296378,189320489.2
2020/3/17,16.21,7114857,113289355.7
2020/3/16,15.74,9349366,153255127.2
2020/3/13,16.16,6782777,106224184.2
2020/3/12,15.87,4782950,74921760.3
2020/3/11,16.07,9948509,163927839.5
2020/3/10,16.96,12386514,201523904.4
2020/3/9,15.51,4521854,69813408.74
2020/3/6,15.7,4846350,76683788.1
2020/3/5,16.21,8758306,141799013.9
2020/3/4,16.6,8800347,142907921.1
2020/3/3,15.97,8178981,130747635.8
2020/3/2,15.5,4630191,70689109.6
2020/2/28,14.81,6357201,96862956.3
2020/2/27,16.06,6931374,110231569.2
2020/2/26,15.46,5653950,88868023.1
2020/2/25,15.82,7821429,122434489.9
2020/2/24,16.19,8051522,129442176
2020/2/21,15.89,9087779,144947465.3
2020/2/20,15.7,8803392,136771223.5
2020/2/19,15.1,7809037,118988923.9
2020/2/18,15.7,9073402,139036952.6
2020/2/17,14.83,4872015,71392583.98
2020/2/14,14.35,4408800,63880477
2020/2/13,14.58,7381423,108675968.9
2020/2/12,15.22,7204080,108515049.9
2020/2/11,14.91,10923033,165609460.7
2020/2/10,15.8,15797037,259933647.3
2020/2/7,16.74,19702522,323727123.7
2020/2/6,15.22,8173323,120516233.9
2020/2/5,13.99,4532463,62713360.05
2020/2/4,13.5,4946637,64962860.91
2020/2/3,12.79,4107668,52848142.62
2020/1/23,14.21,2182760,31335621.1
2020/1/22,14.74,1667960,24251423.1
2020/1/21,14.55,2085000,30529845.6
2020/1/20,14.89,2109720,31304896.4
2020/1/17,14.87,1565380,23382570.7
2020/1/16,14.96,2136589,31970377.05
2020/1/15,15,2001279,30105576.61
2020/1/14,15.1,1926900,29169313.7
2020/1/13,15.18,2625170,39558923
2020/1/10,15.01,2327430,34967649.3
2020/1/9,15.12,3294590,49485125
2020/1/8,14.65,2808240,41585946.9
2020/1/7,15.08,2681693,40201664.3
2020/1/6,14.93,2907023,43376336.86
2020/1/3,15.02,3714321,55243464.77
2020/1/2,14.78,3226852,47467827.82
2019/12/31,14.55,2565399,37449036.98
2019/12/30,14.89,2366918,34846255.85
2019/12/27,14.6,2921756,43161989.76
2019/12/26,14.61,1478288,21531760.06
2019/12/25,14.55,1993620,29034054.2
2019/12/24,14.37,1761860,25089509.7
2019/12/23,14.22,3819000,54417734.5
2019/12/20,14.67,6400280,96528478.31
2019/12/19,14.86,2748699,40226248.04
2019/12/18,14.51,1758710,25642411.7
2019/12/17,14.46,2146005,30945137.55
2019/12/16,14.4,1534310,21958467.53
2019/12/13,14.17,849710,11990154.6
2019/12/12,14.02,823244,11564276.64
2019/12/11,14.09,898270,12670500.1
2019/12/10,14.21,1424850,20282043.9
2019/12/9,14.14,1588800,22533142.36
2019/12/6,13.91,861150,11947774.8
2019/12/5,13.87,970570,13412521.4
2019/12/4,13.73,774560,10625304.9
2019/12/3,13.77,745960,10212643
2019/12/2,13.65,789550,10792530.3
2019/11/29,13.65,487490,6641874.1
2019/11/28,13.7,629150,8602541.8
2019/11/27,13.66,924710,12650782
2019/11/26,13.7,1665875,22906093.45
2019/11/25,13.9,1413711,19667531.46
2019/11/22,14.07,1368587,19334267.6
2019/11/21,14.2,920000,13053611.1
2019/11/20,14.22,1321250,18874510.6
2019/11/19,14.37,1222305,17458851.6
2019/11/18,14.15,1099020,15458784.6
2019/11/15,14.16,1399155,19885521.65
2019/11/14,14.26,1502062,21430127.45
2019/11/13,14.07,998300,14016867.37
2019/11/12,14.13,1157282,16262058.1
2019/11/11,13.96,2189050,30886855.1
2019/11/8,14.54,1275240,18644686.5
2019/11/7,14.57,1196620,17421587.34
2019/11/6,14.54,1872811,27399775.06
2019/11/5,14.88,1338026,19819760.38
2019/11/4,14.83,1482200,22134955.1
2019/11/1,14.78,1847966,27212131.5
2019/10/31,14.74,2136740,31889695.4
2019/10/30,15.12,2515390,38221266.8
2019/10/29,15.54,2990640,46800711.3
2019/10/28,15.85,4077490,64097947.7
2019/10/25,15.35,2653836,40641076.34
2019/10/24,15.17,2135020,32352897
2019/10/23,15.3,2721150,41684801.5
2019/10/22,15.14,1492170,22464846.9
2019/10/21,15.03,1805725,26883200.33
2019/10/18,14.83,2145970,32226182.5
2019/10/17,15.27,2441610,37326941
2019/10/16,15,1607120,24262517.6
2019/10/15,15.2,1839760,28027798.5
2019/10/14,15.25,1761505,26963530.53
2019/10/11,15.13,1469280,22189574.2
2019/10/10,15.06,1680758,25280660.98
2019/10/9,14.88,1409315,20762509.85
2019/10/8,14.6,1352130,19873740.6
2019/9/30,14.76,1765140,26227882.2
2019/9/27,14.84,2142270,31802583.9
2019/9/26,14.75,3226670,48496883.5
2019/9/25,15.4,3283161,51080820.02
2019/9/24,15.94,3293736,52623120.82
2019/9/23,15.94,4604855,73242634.71
2019/9/20,16.32,4264721,68736192.92
2019/9/19,15.95,2129685,33655083.05
2019/9/18,15.79,2513280,39681739.9
2019/9/17,15.67,3674270,58210264.1
2019/9/16,16.37,4195339,68343540.3
2019/9/12,16.04,2875111,45860331.48
2019/9/11,16.07,3168890,50848083.8
2019/9/10,16,4315090,69655035.5
2019/9/9,16.14,4535410,72368732.2
2019/9/6,15.66,3187515,49777943.95
2019/9/5,15.46,3959444,61667964.64
2019/9/4,15.26,2097678,32032595.7
2019/9/3,15.32,2628230,40100316.4
2019/9/2,15.26,2776288,41848717
2019/8/30,14.7,2176820,32556202.3
2019/8/29,14.95,1848250,27719917.3
2019/8/28,14.94,1506900,22502014.4
2019/8/27,14.91,2007523,30023861.1
2019/8/26,14.72,1681130,24546629
2019/8/23,14.83,2235370,33489752.2
2019/8/22,14.9,1866740,27808434.2
2019/8/21,14.97,2955956,44180553.3
2019/8/20,14.74,2273403,33594519.49
2019/8/19,14.76,2669773,38895688.48
2019/8/16,14.21,1658480,23589471.5
2019/8/15,14.16,1478930,20665431.4
2019/8/14,14.13,1108042,15770247.72
2019/8/13,14.11,941430,13286687.6
2019/8/12,14.28,1132330,16017422.6
2019/8/9,14.04,1222610,17260435.7
2019/8/8,14.07,1253971,17652349.4
2019/8/7,13.96,1452924,20531460.74
2019/8/6,14.13,2788440,39313405.07
2019/8/5,14.6,1904933,28019388.2
2019/8/2,14.75,3511185,52005942.11
2019/8/1,15.3,5332739,81799267.42
2019/7/31,14.89,1414650,21139551.1
2019/7/30,15.1,1624876,24616897.34
2019/7/29,15.05,1240590,18643601.3
2019/7/26,14.94,1259410,18798574.6
2019/7/25,14.9,1457250,21754121.4
2019/7/24,14.79,1650454,24466462.02
2019/7/23,14.58,1346010,19505654.4
2019/7/22,14.4,2091010,30389715.2
2019/7/19,15,2032763,30825040.98
2019/7/18,14.81,2440460,36686459.6
2019/7/17,15.28,2023395,30606191.55
2019/7/16,15.04,1178610,17758293.3
2019/7/15,15.1,1905416,28484017.68
2019/7/12,14.81,1782204,26547841.18
2019/7/11,14.7,1546875,22867253.3
2019/7/10,14.88,1647315,24450724.65
2019/7/9,14.74,1331975,19596406.55
2019/7/8,14.56,2765995,40925776.3
2019/7/5,15.18,1849282,28055782.38
2019/7/4,15.02,2124822,32049688.22
2019/7/3,15.19,4231120,64088990.1
2019/7/2,15.78,2671120,42227509.4
2019/7/1,15.95,4842230,77003968
2019/6/28,15.51,3923694,61354462.86
2019/6/27,16.14,5359785,85937204.3
2019/6/26,15.66,2828715,44211208.36
2019/6/25,15.73,4638655,72542277.65
2019/6/24,15.96,9980867,163181503.7
2019/6/21,16.78,7360743,120875945.6
2019/6/20,15.25,3232840,48855990.7
2019/6/19,15.14,3213310,49133843.1
2019/6/18,15.14,2071044,31137978.86
2019/6/17,14.94,1588004,23573418.76
2019/6/14,14.8,3567710,53532780.1
2019/6/13,15.24,4033250,61006606
2019/6/12,14.93,3053710,45903219.3
2019/6/11,15.1,3946734,58910687.7
2019/6/10,14.61,2086910,30525788.6
2019/6/6,14.56,3174836,46665472.26
2019/6/5,14.79,3889246,57518424.2
2019/6/4,14.45,2884870,42270557.5
2019/6/3,14.79,3348770,49792012.6
2019/5/31,15.24,4196020,64197329.2
2019/5/30,15.19,2988840,45195140
2019/5/29,15.46,3693346,57181999.42
2019/5/28,15.23,2919590,44864869.2
2019/5/27,15.33,3634390,54871430.7
2019/5/24,14.69,3490280,51421999.4
2019/5/23,15.02,4251864,65539914.63
2019/5/22,15.26,3177476,48894520.38
2019/5/21,15.46,3643260,56427343.3
2019/5/20,15.54,3568973,54597615.71
2019/5/17,15.01,4701818,74427967.28
2019/5/16,16.21,3927015,64144653.3
2019/5/15,16.66,3873715,63842847
2019/5/14,16.17,3187750,51867684.8
2019/5/13,16.4,5292718,87763238.54
2019/5/10,17.24,8870372,151347914.6
2019/5/9,16.77,10578738,182083184.8
2019/5/8,16.12,5048825,82055652.16
2019/5/7,16.1,4516329,70913730.46
2019/5/6,15.61,3660778,58629266.02
2019/4/30,33.1,1525800,50914786
2019/4/29,33.13,2762600,93860247
2019/4/26,35.94,2104981,75565685.14
2019/4/25,35.62,2921981,106360138.6
2019/4/24,36.38,1834500,66574908
2019/4/23,35.83,1528700,54878540
2019/4/22,36.33,2434781,87724260.73
2019/4/19,36.81,2089600,76652416
2019/4/18,37.5,1949481,72809943.16
2019/4/17,37.1,1733400,64301687
2019/4/16,37.11,2103000,76440909
2019/4/15,36.01,1732900,63608280
2019/4/12,36.25,1549574,56013030.45
2019/4/11,35.93,2765474,100889334.7
2019/4/10,37.56,2361000,87977947
2019/4/9,37.8,2641221,99452684.75
2019/4/8,37.51,3516156,132590190.3
2019/4/4,38.4,3627456,140338411.4
2019/4/3,39.19,3331500,131034129.9
2019/4/2,39.43,6223538,248774460.6
2019/4/1,40.07,6650950,256441219.7
2019/3/29,36.43,6261773,224311922.1
2019/3/28,37.35,3988889,153029884.2
2019/3/27,39.08,4161000,162718348.5
2019/3/26,39.99,5041020,201448843.2
2019/3/25,39.77,5812500,233793154.4
2019/3/22,39.01,4324000,167559236
2019/3/21,38.25,4350200,167159562
2019/3/20,38.16,3690000,139215846
2019/3/19,37.63,3215316,119691153.5
2019/3/18,36.85,2748000,100570423
2019/3/15,36.24,2866000,103237923
2019/3/14,35.45,4582256,164920768.9
2019/3/13,37.35,5288300,203150191
2019/3/12,38.15,5392700,207427893
2019/3/11,38.48,3889600,147036699
2019/3/8,36.7,5834100,222330439
2019/3/7,39.65,7945600,309532252.5
2019/3/6,37.87,6650210,247412742.5
2019/3/5,36.93,5139000,187531267
2019/3/4,36.14,5166165,188296238.7
2019/3/1,35.9,3312040,118128720.5
2019/2/28,35.93,4599803,166816223.8
2019/2/27,35.5,7601410,273770659.4
2019/2/26,37.05,10051677,364882666.2
2019/2/25,33.95,6031514,202395325.9
2019/2/22,32.34,3855283,123378481.5
2019/2/21,31.61,4448973,141984438.4
2019/2/20,31.59,2734925,85748021.36
2019/2/19,31.35,4036088,126918423
2019/2/18,31.8,3303690,103829452.8
2019/2/15,30.71,2870290,88396662
2019/2/14,30.37,2733000,83053553
2019/2/13,30.3,3085456,93932680.84
2019/2/12,30.15,2626055,78860612.95
2019/2/11,29.49,1952255,57035588.3
2019/2/1,28.65,1677830,47438724.3
2019/1/31,27.5,3023500,85644808
2019/1/30,29.25,2932325,88054338.25
2019/1/29,30.58,3974350,122996564
2019/1/28,32.5,6752171,220781979.5
2019/1/25,31.2,2618871,82666398.66
2019/1/24,31.8,3390788,108449162.5
2019/1/23,32.01,3588386,113314938.1
2019/1/22,31.57,3988075,126369087.4
2019/1/21,31.07,1903017,59257604.51
2019/1/18,30.93,2770480,85255230.6
2019/1/17,30.77,2671780,83668038.2
2019/1/16,31.62,3523937,112663230.4
2019/1/15,32.15,3983957,127020822.7
2019/1/14,31.56,2822115,88756856.8
2019/1/11,31.8,3749635,118453462.8
2019/1/10,31.15,2190788,68310537.84
2019/1/9,31.2,3537980,111950043.4
2019/1/8,31.33,2386515,74864362.59
2019/1/7,31.85,3187820,100898847.2
2019/1/4,31.56,3447357,107335985.2
2019/1/3,30.36,2753257,85017932.03
2019/1/2,31.33,2737840,84531678.2
2018/12/28,31.17,2763120,86106643
2018/12/27,30.88,4224400,134027814
2018/12/26,31.78,6825640,218960033.6
2018/12/25,34.7,5015282,170675902
2018/12/24,35.73,3378000,121795360
2018/12/21,36.12,5273117,191132367.5
2018/12/20,35.95,5185717,184972659
2018/12/19,35.13,3776185,131348913.8
2018/12/18,34.6,3525820,121109557.6
2018/12/17,35.12,2898037,100947353.2
2018/12/14,34.49,4486837,158976381.7
2018/12/13,35.91,3520600,127118011
2018/12/12,36.31,4909920,178107426
2018/12/11,35.97,3132084,112386066.8
2018/12/10,36,3080140,110777093.6
2018/12/7,35.85,3297100,118618868
2018/12/6,35.81,5830993,212882408.1
2018/12/5,37.76,5998637,226005949.2
2018/12/4,38.5,7675080,289440746.4
2018/12/3,38.9,7581453,295766240.7
2018/11/30,38.13,8234156,310216723.2
2018/11/29,38.92,7845190,311956733.5
2018/11/28,40.55,7357817,300472880.5
2018/11/27,40.57,9499069,388503590.5
2018/11/26,41.94,10237048,437390622.7
2018/11/23,46.6,11892643,566411235.6
2018/11/22,48.56,13458064,668255836.9
2018/11/21,49.29,14731576,722397808.3
2018/11/20,50.01,17513379,875802131.1
2018/11/19,45.46,859900,39091054
2018/11/16,41.33,196900,8137877
2018/11/15,37.57,618967,23254590.19
2018/11/14,34.15,868903,29650014.02
2018/11/13,33.48,1197201,40496164.33
2018/11/12,33.02,971901,32099408.72
2018/11/9,33.01,1163800,38160672
2018/11/8,31.91,965020,30832056.2
2018/11/7,31.59,1115265,34972196.8
2018/11/6,30.67,712300,21686724
2018/11/5,31.2,1290700,40207646
2018/11/2,31.4,560809,17510506.71
2018/11/1,30.9,592240,18463566.21
2018/10/31,30.77,926949,28471885.51
2018/10/30,30.08,561316,16763546.8
2018/10/29,29.63,197319,5865872.75
2018/10/26,29.88,336152,10020482.95
2018/10/25,29.77,330415,9752934.93
2018/10/24,30.26,325004,9874531.16
2018/10/23,30.5,374113,11475633.09
2018/10/22,30.81,1120390,34384119.28
2018/10/19,29.56,272100,7928949.96
2018/10/18,28.58,237788,6847666.76
2018/10/17,29.44,341888,10012696.4
2018/10/16,29.3,264400,7826938
2018/10/15,29.73,335400,10073448
2018/10/12,29.95,762120,22404840.07
2018/10/11,28.95,750500,21837555
2018/10/10,30.07,501600,15120123
2018/10/9,29.48,193700,5701696
2018/10/8,29.06,706200,20714923
2018/9/28,29.88,324054,9599605
2018/9/27,29.4,309288,9238331.72
2018/9/26,30.17,557154,16819591.84
2018/9/25,30.09,259400,7801753.52
2018/9/21,30.02,249100,7440770
2018/9/20,29.72,276300,8267866
2018/9/19,30.16,421600,12688278.08
2018/9/18,29.99,308462,9173839.9
2018/9/17,29.5,388515,11462289.07
2018/9/14,30.14,356199,10869978.04
2018/9/13,30.77,298192,9144459.4
2018/9/12,30.35,250400,7627312.24
2018/9/11,30.4,330600,10059489
2018/9/10,30.58,422800,12955747
2018/9/7,30.76,662601,20654892.49
2018/9/6,31.45,1174188,37200769.89
2018/9/5,30.88,823855,25698544
2018/9/4,31.7,965155,30426708.28
2018/9/3,30.58,423044,12917859.36
2018/8/31,31.03,1106096,34484897.7
2018/8/30,31.05,867719,26707247.21
2018/8/29,31.12,469428,14519177.43
2018/8/28,30.74,612100,18885542
2018/8/27,30.94,1207019,37141890.09
2018/8/24,30.7,1151843,35428716.87
2018/8/23,29.84,473055,14100914.3
2018/8/22,29.22,367319,10953258.18
2018/8/21,30.12,370400,11130971
2018/8/20,29.85,376300,11096998
2018/8/17,29.24,545582,16238815.14
2018/8/16,30.22,465782,14152489.04
2018/8/15,30.1,355500,10867344
2018/8/14,31.06,330053,10261973.06
2018/8/13,31.36,384173,11921448.02
2018/8/10,31.02,473029,14622283
2018/8/9,30.94,1443929,44662724.82
2018/8/8,29.9,575929,17589390.75
2018/8/7,30.8,738229,22510769.26
2018/8/6,29.68,365144,10928194.52
2018/8/3,30.26,284300,8699361
2018/8/2,30.71,926330,28300360.48
2018/8/1,31.99,959000,30887440
2018/7/31,32.22,439300,14216326.84
2018/7/30,32.5,869600,28120754
2018/7/27,33.1,501200,16641408
2018/7/26,33.55,959429,32101619
2018/7/25,34.03,1150900,39303814
2018/7/24,34.04,896599,30302317.26
2018/7/23,34.01,2141999,73420397.14
2018/7/20,33.52,754600,25005640
2018/7/19,32.66,657500,21767958
2018/7/18,33.43,763800,25751595
2018/7/17,33.89,832900,27988036
2018/7/16,33.65,1136422,38566079.73
2018/7/13,33.2,793122,26254783.4
2018/7/12,33.18,1560544,51316976.28
2018/7/11,32,985744,31835338.04
2018/7/10,33.5,754600,25018933.28
2018/7/9,32.92,638392,20929211.44
2018/7/6,32,974692,31188314.52
2018/7/5,31.23,754692,24192480.36
2018/7/4,31.88,1591214,51937018.48
2018/7/3,33.85,1119614,37577234.31
2018/7/2,32.98,1287321,43070211.8
2018/6/29,34.28,1865399,61896289.07
2018/6/28,32.03,898900,29115439
2018/6/27,32.35,975922,31603301.81
2018/6/26,32.39,1179349,37717464.33
2018/6/25,31.26,902900,28409587.51
2018/6/22,31.18,1247900,38864203.51
2018/6/21,30.34,2141200,68156371
2018/6/20,33.1,2619893,85775694.48
2018/6/19,32.4,3904340,129807549.7
2018/6/15,36,4673656,179136334.5
2018/6/14,38.29,5378047,207125128.1
2018/6/13,41.13,8480825,348790180.5
2018/6/12,40.23,9206733,369800454.9
2018/6/11,40.56,2381618,94734626.08
2018/6/8,36.87,1586918,58338396.24
2018/6/7,35.72,835344,30099487.96
2018/6/6,35.94,1009944,36228961.76
2018/6/5,35.4,850500,29825661
2018/6/4,34.31,507607,17580452.64
2018/6/1,34.54,840800,28992825
2018/5/31,34.48,952407,32454586.18
2018/5/30,33.18,1532207,52831321.4
2018/5/29,36.52,982900,36282164
2018/5/28,36.65,1147400,42462828
2018/5/25,37.6,1709403,65050366.78
2018/5/24,38.43,2215724,85593844.55
2018/5/23,38.28,3181627,121138317.5
2018/5/22,37.21,1542224,57064702.5
2018/5/21,37.03,1622858,59348253.96
2018/5/18,36.37,1856434,67979191.76
2018/5/17,35.85,1163122,41499142.82
2018/5/16,35.1,1080867,38382991.09
2018/5/15,35.95,1456040,51689292.21
2018/5/14,36.01,1776027,63951079.59
2018/5/11,35.18,1191127,42328696.07
2018/5/10,36.09,2042966,73545608.56
2018/5/9,36.2,1757329,62860731.93
2018/5/8,35.71,1688359,59909028.28
2018/5/7,34.76,1703518,59509035
2018/5/4,33.83,1686100,57529161
2018/5/3,33.58,2777567,91724023.92
2018/5/2,32.28,2095600,69476862.33
2018/4/27,34.36,2392200,83958748
2018/4/26,34,2255700,80216193
2018/4/25,35.82,2753268,99921817.08
2018/4/24,36.48,3005534,106276071.8
2018/4/23,33.16,1758162,59285486.76
2018/4/20,34.54,1302700,46678786
2018/4/19,36.5,1685100,62144410
2018/4/18,37,2217867,79605928.71
2018/4/17,36.24,2527800,96953272
2018/4/16,39.6,1466700,58117032
2018/4/13,39.82,1860600,74556551
2018/4/12,38.96,2057900,81710772
2018/4/11,40.69,2682900,107959524
2018/4/10,39.11,2664700,105379079
2018/4/9,41.19,2581267,105063809.4
2018/4/4,42.05,5033200,214548491
2018/4/3,40.96,2723700,108445594
2018/4/2,40.04,3250982,131222687.4
2018/3/30,40,3134720,124250989
2018/3/29,39.17,3592320,141641239.2
2018/3/28,40.28,6078481,247576347.2
2018/3/27,39.16,4357404,167603179.8
2018/3/26,35.6,1597462,54844673.18
2018/3/23,33.99,2565575,90924177.75
2018/3/22,37.77,3012894,112590097.9
2018/3/21,35.67,2165499,79156523.8
2018/3/20,35.77,1235600,43438168.13
2018/3/19,35.66,1331066,47136520.54
2018/3/16,34.53,1010467,35297180.94
2018/3/15,34.86,2272800,78773613.14
2018/3/14,36.45,1727919,63776308.31
2018/3/13,36.93,2239288,85049094.65
2018/3/12,38.9,2858486,110155629.5
2018/3/9,38.23,3069288,114749238.6
2018/3/8,37.9,4178201,155772778.7
2018/3/7,35.15,2432522,83322291.01
2018/3/6,33.05,1651800,54685453.18
2018/3/5,32.57,956244,30564313.12
2018/3/2,31.6,1264566,40473787.73
2018/3/1,32.11,1575406,49642084.8
2018/2/28,30.61,808000,24630704
2018/2/27,31,1075637,33271026.37
2018/2/26,30.6,960182,29184697.38
2018/2/23,29.67,641982,18908420.7
2018/2/22,29.58,664664,19374634.2
2018/2/14,28.73,368738,10633595.1
2018/2/13,28.85,628738,18361304.96
2018/2/12,29.39,566798,16673547.76
2018/2/9,28.5,795600,22745003.24
2018/2/8,29.3,942080,27528096.26
2018/2/7,28.22,1019617,28607584.43
2018/2/6,27.27,1284762,37016969.74
2018/2/5,30.3,588482,17919544.46
2018/2/2,30.81,784282,24446569.57
2018/2/1,31.62,1053240,34230174
2018/1/31,32.86,1307628,43651743.25
2018/1/30,34.49,1880585,65475455.95
2018/1/29,35.87,2738810,99492745.89
2018/1/26,39.85,1052073,42347685.94
2018/1/25,40.46,1487900,61134063
2018/1/24,41.41,1497900,61634306
2018/1/23,40.77,1298400,52966536
2018/1/22,40.91,2055017,84587909.69
2018/1/19,41.8,2824768,115396643.9
2018/1/18,40.62,2489900,101358545
2018/1/17,38.99,1278955,49030827
2018/1/16,37.58,697662,26332264.6
2018/1/15,37.16,952100,36037967
2018/1/12,39.08,936200,36610132
2018/1/11,39.61,1444000,56581138
2018/1/10,38.18,1093200,42112285
2018/1/9,39.28,806100,31676288
2018/1/8,39.58,1673400,66246611
2018/1/5,40.88,2215000,91483510
2018/1/4,40.18,1124800,45088447
2018/1/3,40.07,1302800,51964309
2018/1/2,40.4,1574100,63262142
2017/12/29,39.46,1126144,44125982.24
2017/12/28,38.62,1271368,49585779.64
2017/12/27,38.45,1137300,44203961
2017/12/26,38.88,1383700,53347181
2017/12/25,37.73,864100,32663950
2017/12/22,38.07,824400,31621603
2017/12/21,38.71,834068,32211529.16
2017/12/20,38.34,722468,27932327.12
2017/12/19,39.21,794800,31050594.32
2017/12/18,38.52,895000,34541098
2017/12/15,39.39,1123555,44622932.9
2017/12/14,39.31,716400,27987108
2017/12/13,39.3,760100,29691481
2017/12/12,38.97,1210200,47706368
2017/12/11,40.08,1440100,58044637
2017/12/8,39,1233055,48196979.99
2017/12/7,38.12,843268,32219714.16
2017/12/6,38.29,1088800,41333359
2017/12/5,37.3,1548455,58466923.9
2017/12/4,38.8,1921800,77364551
2017/12/1,42.57,1296200,54849504
2017/11/30,42.51,2301100,97794688
2017/11/29,40.9,1050200,42729710
2017/11/28,41.16,1146400,46590074
2017/11/27,39.74,1067100,43351910
2017/11/24,40.84,1068800,43662716
2017/11/23,40.7,1600100,66795300
2017/11/22,42.91,1550922,66417977.9
2017/11/21,42.74,1805509,76054370.69
2017/11/20,42.55,1864258,78632324.34
2017/11/17,41.52,2723700,118256639
2017/11/16,45.5,1833768,84632216.32
2017/11/15,46.07,3695833,174112429.8
2017/11/14,49.73,2831868,142836709.9
2017/11/13,52.18,2862500,148481855
2017/11/10,52.15,4016075,207768685.8
