Timestamp,Price,stock_volume,amount_volume
2017/11/9,49.8,2094568,103845794.2
2017/11/8,50.2,2507700,125794690
2017/11/7,49.97,2246909,111153022.9
2017/11/6,49.3,2567550,126664346.6
2017/11/3,49.72,2758300,138109786
2017/11/2,48.95,2860900,142860200
2017/11/1,51.23,3011100,152999833
2017/10/31,50.85,2378600,120686064
2017/10/30,50.1,4092300,214606943
2017/10/27,55.41,5184909,290770596.5
2017/10/26,59.48,8083137,483536981.1
2017/10/25,66.09,165800,10957722
2017/10/24,73.43,527600,39749544
2017/10/23,81.59,1435731,119174181.2
2017/10/20,85.14,2329294,197142604.2
2017/10/19,85.48,2968717,245154248
2017/10/18,82.3,1952395,156601250.2
2017/10/17,77.9,543400,42150495
2017/10/16,77.69,444200,34518838
2017/10/13,77.71,813300,62376274
2017/10/12,71.72,585573,41105691.03
2017/10/11,70.19,728700,50095396
2017/10/10,66.3,1540586,102876458
2017/10/9,67.75,1036786,68086028.82
2017/9/29,61.67,798400,48770395.58
2017/9/28,61.24,734105,44661383.21
2017/9/27,59.99,1153344,69065518.36
2017/9/26,59,851100,50761598
2017/9/25,59.9,962151,57264662.36
2017/9/22,58.8,916286,53623964.78
2017/9/21,58.18,423100,24532340.18
2017/9/20,58.5,584600,34012624
2017/9/19,57.99,321600,18710205.24
2017/9/18,59.02,746327,43579786.38
2017/9/15,59.5,1388050,80043981.26
2017/9/14,59,1634047,97662956
2017/9/13,59.5,1113723,65703592.7
2017/9/12,57.5,296600,16985875
2017/9/11,57.87,424800,24339272
2017/9/8,57,593400,34187941
2017/9/7,58.69,970000,57388512
2017/9/6,60,1201400,70580637
2017/9/5,58.37,1091309,63745786.94
2017/9/4,58.13,1648245,94068604.67
2017/9/1,55.02,1617845,90600466.17
2017/8/31,57.42,1527477,87983904.39
2017/8/30,61,843700,52642095
2017/8/29,63.85,1233600,78393564
2017/8/28,64.1,1073500,67931926
2017/8/25,60.95,1149400,68805987
2017/8/24,58.88,1381900,80958169
2017/8/23,58.67,2136712,126896688
2017/8/22,58.45,1593925,89766109.3
2017/8/21,55.91,2516506,138576957.8
2017/8/18,58.1,2510384,148789587.4
2017/8/17,58.1,1676233,97564320.34
2017/8/16,58.55,1638700,93549749.56
2017/8/15,53.8,912900,48414391
2017/8/14,52.29,1596008,80633085.28
2017/8/11,49.19,791850,39021870.82
2017/8/10,49.02,891850,43466779
2017/8/9,48.99,1047833,50871333.64
2017/8/8,47.8,1406300,66096463.8
2017/8/7,46.3,1358000,61261274
2017/8/4,44.5,635200,28053043
2017/8/3,43.99,648800,28151725
2017/8/2,42.83,1223033,52908154.8
2017/8/1,42.45,801800,33905742
2017/7/31,41.69,843500,34872259
2017/7/28,39.84,753300,30217612
2017/7/27,40.92,1325537,53193221.5
2017/7/26,38.79,999055,38545912.25
2017/7/25,38.39,1208840,46781788.09
2017/7/24,37.53,987077,36324483.51
2017/7/21,36.8,916000,33547815
2017/7/20,37.09,1546640,57663395.32
2017/7/19,37.28,2984880,109142981
2017/7/18,37.09,409600,15192064
2017/7/17,41.21,419600,17451675
2017/7/14,45.79,1183500,56517068
2017/7/13,48.59,1066740,52610023.8
2017/7/12,50.47,1423577,71831126.81
2017/7/11,52.4,1640577,86573571.92
2017/7/10,53.4,2891500,152286561.2
2017/7/7,51.81,2268408,116219429.5
2017/7/6,50.2,3368008,170856831.9
2017/7/5,52.5,2395226,122756638.8
2017/7/4,52.15,1792879,94077660.68
2017/7/3,52.15,1627022,84685351.54
2017/6/30,52.9,1852287,97132620.98
2017/6/29,51.35,2662059,135984666.5
2017/6/28,49.8,2616248,128260742.6
2017/6/27,46.98,1461079,69036665.07
2017/6/26,47.08,2111856,97471560.2
2017/6/23,44.38,1175300,51922998.48
2017/6/22,44.46,2346700,106543361
2017/6/21,44.55,1667708,73690664.6
2017/6/20,45,1971144,89782755.8
2017/6/19,44.62,1210300,53923549
2017/6/16,45.32,1827077,82579178.05
2017/6/15,45.3,2642977,119521723.9
2017/6/14,43.58,1442100,62685493
2017/6/13,43.48,1911200,82598809
2017/6/12,42,2548057,107075595.5
2017/6/9,44,2498150,109032725.3
2017/6/8,43.26,2973800,127380493.4
2017/6/7,43.45,4294530,184444939.9
2017/6/6,40.76,3017612,121042530.1
2017/6/5,39.67,3531960,140935458.2
2017/6/2,38.6,3202944,121839250.1
2017/6/1,37.48,3398132,134148106.7
2017/5/31,41.3,6879298,297021730.4
2017/5/26,40.03,3246409,128717990.9
2017/5/25,38.93,3163737,121768353.2
2017/5/24,39.68,2105076,83286861.36
2017/5/23,39.2,2662093,106959088.6
2017/5/22,40.35,4193250,177056658.3
2017/5/19,44.57,2508712,114053179.2
2017/5/18,46.18,3462527,162069959
2017/5/17,47.25,5729044,275683727.4
2017/5/16,47.82,5680070,262868519.9
2017/5/15,45.3,5148662,239519710.3
2017/5/12,45.2,4842984,218163992.4
2017/5/11,45.8,5916319,264326458.9
2017/5/10,45.13,7219613,338669243.3
2017/5/9,48.66,10359388,494690916.4
2017/5/8,46.12,1093956,50453250.72
2017/5/5,41.93,36300,1522059
2017/5/4,38.12,25800,983496
2017/5/3,34.65,34500,1195425
2017/5/2,31.5,16900,532350
2017/4/28,28.64,7300,209072
2017/4/27,26.04,7100,184884
2017/4/26,23.67,5300,125451
2017/4/25,21.52,1400,30128
2017/4/24,19.56,1000,19560
2017/4/21,17.78,5600,98828
