Timestamp,Price,stock_volume,amount_volume
2020/9/4,4.78,30252235,140631756
2020/9/3,4.71,24929765,118515883
2020/9/2,4.86,47781484,235731767
2020/9/1,4.79,25594116,120569621
2020/8/31,4.76,29165632,139313774
2020/8/28,4.71,31846089,149263400
2020/8/27,4.76,52528389,246360986
2020/8/26,4.73,97519036,475223096
2020/8/25,5.26,35323587,187365500
2020/8/24,5.4,38910314,210541353
2020/8/21,5.3,28573486,151192465
2020/8/20,5.26,36282425,193359097
2020/8/19,5.29,42460709,226671325
2020/8/18,5.41,59275453,319447067
2020/8/17,5.26,48962766,257331626
2020/8/14,5.27,51775587,272412937
2020/8/13,5.4,50347819,276567139
2020/8/12,5.47,73366128,385720436
2020/8/11,5.34,93470274,511738586
2020/8/10,5.38,144911368,808200065
2020/8/7,5.84,166938747,940550989
2020/8/6,5.34,131790034,715432434
2020/8/5,5.41,119329651,626153765
2020/8/4,4.92,79345248,392860619
2020/8/3,4.8,79977824,384872551
2020/7/31,4.6,67224683,306961738
2020/7/30,4.52,94786142,429120509
2020/7/29,4.27,35065729,148725467
2020/7/28,4.21,34333335,145288044
2020/7/27,4.21,44761371,184490242
2020/7/24,4.1,49949327,207402394
2020/7/23,4.24,56941207,239081948
2020/7/22,4.21,88989967,379602532
2020/7/21,4.28,135234019,587699224
2020/7/20,4.07,71276886,285465211
2020/7/17,3.76,30139890,112925268
2020/7/16,3.75,63930533,247251570
2020/7/15,3.88,53845962,212281977
2020/7/14,4.05,73351830,298465027
2020/7/13,3.96,50636812,201300457
2020/7/10,3.89,97078698,378516745
2020/7/9,3.92,136051189,531162897
2020/7/8,3.62,35061774,126226783
2020/7/7,3.56,51601444,185294371
2020/7/6,3.55,50812837,179114807
2020/7/3,3.41,26684591,90836826
2020/7/2,3.36,19156388,64134493
2020/7/1,3.35,26570487,88780151
2020/6/30,3.29,11414056,37344795
2020/6/29,3.23,9497787,30836121
2020/6/24,3.25,11661904,37984618
2020/6/23,3.29,8573147,28201239
2020/6/22,3.3,9243351,30544014
2020/6/19,3.3,10121658,33361798
2020/6/18,3.31,9377882,31076262
2020/6/17,3.34,14309462,47495002
2020/6/16,3.32,8538318,28212499
2020/6/15,3.27,10024531,33013923
2020/6/12,3.3,11379804,37470987
2020/6/11,3.31,10043232,33358703
2020/6/10,3.34,8265778,27473633
2020/6/9,3.34,9986500,33369828
2020/6/8,3.36,12293818,41369534
2020/6/5,3.37,11292033,37963632
2020/6/4,3.39,16091809,54756568
2020/6/3,3.38,23294090,79623864
2020/6/2,3.46,43128505,146740757
2020/6/1,3.42,59549172,196570575
2020/5/29,3.31,11111190,36848027
2020/5/28,3.33,12889030,42903708
2020/5/27,3.35,9541842,32055961
2020/5/26,3.36,11875596,39777480
2020/5/25,3.32,13550983,45284101
2020/5/22,3.36,22196759,75606914
2020/5/21,3.48,21599217,76111793
2020/5/20,3.53,29591017,105403798
2020/5/19,3.56,42954386,152991122
2020/5/18,3.48,31512541,109641527
2020/5/15,3.4,16385100,55599973
2020/5/14,3.33,12411109,41581932
2020/5/13,3.36,11983470,40359152
2020/5/12,3.35,19248794,64933720
2020/5/11,3.44,23535637,81715531
2020/5/8,3.53,21535843,76001115
2020/5/7,3.5,29308864,103355205
2020/5/6,3.58,33921467,120028265
2020/4/30,3.54,38672556,136562076
2020/4/29,3.49,41135899,144838688
2020/4/28,3.44,26371978,88895976
2020/4/27,3.44,24782018,87152750
2020/4/24,3.5,33637484,117489920
2020/4/23,3.42,16561430,56908743
2020/4/22,3.47,28889839,100057983
2020/4/21,3.41,25896772,87727284
2020/4/20,3.34,11036131,36869635
2020/4/17,3.31,11700080,39031795
2020/4/16,3.33,11476315,38079356
2020/4/15,3.32,19079676,63665296
2020/4/14,3.39,21241640,72361891
2020/4/13,3.35,23731602,79048329
2020/4/10,3.4,81496444,282718110
2020/4/9,3.66,78858346,281212394
2020/4/8,3.33,18972723,63072776
2020/4/7,3.31,24096696,80094076
2020/4/3,3.21,10714437,34673174
2020/4/2,3.3,17068427,55525679
2020/4/1,3.16,6570292,20804696
2020/3/31,3.14,8208795,25919411
2020/3/30,3.16,12892286,40806339
2020/3/27,3.25,11908290,39078632
2020/3/26,3.28,13296207,43975013
2020/3/25,3.36,21550726,72595360
2020/3/24,3.35,37049236,122922320
2020/3/23,3.17,14898609,47545724
2020/3/20,3.25,11375529,36797491
2020/3/19,3.22,14478023,46387401
2020/3/18,3.23,14276735,47006677
2020/3/17,3.29,17058003,55222276
2020/3/16,3.25,20901628,69913174
2020/3/13,3.37,22230099,73739417
2020/3/12,3.4,21083001,71984507
2020/3/11,3.49,28537321,100778001
2020/3/10,3.5,28521284,97536266
2020/3/9,3.42,31550954,108982810
2020/3/6,3.5,30259683,106229846
2020/3/5,3.52,33036206,116836389
2020/3/4,3.51,39120824,138497597
2020/3/3,3.61,50880030,185873314
2020/3/2,3.55,40262091,141744506
2020/2/28,3.42,88505119,308257299
2020/2/27,3.76,141137418,548093898
2020/2/26,4.1,190384296,769722838
2020/2/25,3.73,75863760,277881483
2020/2/24,3.7,76565796,279551714
2020/2/21,3.46,45546946,157170045
2020/2/20,3.44,58185894,194115531
2020/2/19,3.37,61104119,209709168
2020/2/18,3.33,58366438,189250987
2020/2/17,3.13,39233281,121479885
2020/2/14,3.07,15358433,46974963
2020/2/13,3.05,14097001,43088499
2020/2/12,3.08,24779116,76018174
2020/2/11,3.03,18834088,57518048
2020/2/10,3.09,15470999,47732395
2020/2/7,3.09,23438246,72045900
2020/2/6,3.06,16635260,50631609
2020/2/5,3.03,14011316,42499966
2020/2/4,2.97,25055009,73254995
2020/2/3,3.09,4394900,13580241
2020/1/23,3.43,17826158,60094217
2020/1/22,3.43,14441817,49140991
2020/1/21,3.42,26768785,92392166
2020/1/20,3.61,11372269,40831339
2020/1/17,3.62,10879937,39377544
2020/1/16,3.62,24883788,90275284
2020/1/15,3.71,18932233,70127194
2020/1/14,3.73,15717531,58789379
2020/1/13,3.76,23213643,87321340
2020/1/10,3.75,25369822,94841429
2020/1/9,3.77,43954533,165039703
2020/1/8,3.64,16611346,60912899
2020/1/7,3.68,15086137,55318517
2020/1/6,3.63,20354820,73987109
2020/1/3,3.68,13700174,50416501
2020/1/2,3.69,14526021,53718632
2019/12/31,3.66,12377441,45221956
2019/12/30,3.65,15809727,57732069
2019/12/27,3.68,19490633,72448517
2019/12/26,3.7,16779140,61697891
2019/12/25,3.69,19852044,73459669
2019/12/24,3.65,17983566,65826579
2019/12/23,3.6,25232394,92369216
2019/12/20,3.74,28950587,109153159
2019/12/19,3.75,44327537,165765792
2019/12/18,3.75,76212659,282997213
2019/12/17,3.58,34481083,122207818
2019/12/16,3.52,25631310,89739857
2019/12/13,3.46,15695712,54124207
2019/12/12,3.45,13238576,45944778
2019/12/11,3.49,16456135,57556859
2019/12/10,3.52,23532663,82525486
2019/12/9,3.52,32933153,115048722
2019/12/6,3.44,18286845,62407223
2019/12/5,3.42,28112714,95564441
2019/12/4,3.41,54909985,189559970
2019/12/3,3.58,77524678,275804077
2019/12/2,3.28,4751121,15646394
2019/11/29,3.28,3963640,12946950
2019/11/28,3.25,4998808,16302359
2019/11/27,3.27,6006589,19758641
2019/11/26,3.3,7295582,24088284
2019/11/25,3.32,12979791,43147861
2019/11/22,3.3,10674037,35468101
2019/11/21,3.36,6326993,21209039
2019/11/20,3.37,8565661,28997834
2019/11/19,3.43,16616159,56771023
2019/11/18,3.36,17771072,59941196
2019/11/15,3.31,11514175,38548471
2019/11/14,3.31,14773643,48716810
2019/11/13,3.24,5070663,16529529
2019/11/12,3.29,5507533,17986626
2019/11/11,3.24,9349540,30503027
2019/11/8,3.25,4642318,15150876
2019/11/7,3.26,4731783,15422003
2019/11/6,3.27,4313734,14139390
2019/11/5,3.3,6013679,19798588
2019/11/4,3.29,6047166,20048346
2019/11/1,3.3,5068005,16705826
2019/10/31,3.28,6565180,21738586
2019/10/30,3.32,8541065,28472394
2019/10/29,3.38,8616304,29352330
2019/10/28,3.43,11954344,40844327
2019/10/25,3.33,6078896,20080617
2019/10/24,3.3,7524348,24881202
2019/10/23,3.35,6569601,22083329
2019/10/22,3.41,7688357,25986749
2019/10/21,3.39,6485274,22046288
2019/10/18,3.41,7436607,25706944
2019/10/17,3.46,8487300,29774867
2019/10/16,3.58,14315097,51128411
2019/10/15,3.63,13287520,47546440
2019/10/14,3.55,7604796,27012620
2019/10/11,3.5,8334573,29058955
2019/10/10,3.46,5647294,19538103
2019/10/9,3.46,5966527,20629466
2019/10/8,3.48,7099303,24546071
2019/9/30,3.48,9594537,33400548
2019/9/27,3.46,9719036,33670897
2019/9/26,3.41,13235713,45997996
2019/9/25,3.54,17448290,62456934
2019/9/24,3.66,18159915,66766593
2019/9/23,3.71,20088624,74385978
2019/9/20,3.78,36729903,138173396
2019/9/19,3.68,19355051,70379703
2019/9/18,3.57,13877111,49873134
2019/9/17,3.63,24337602,89008863
2019/9/16,3.78,43486054,163280413
2019/9/12,3.68,15475276,56926335
2019/9/11,3.66,23033896,84393431
2019/9/10,3.65,21786745,79472218
2019/9/9,3.67,31500142,114623064
2019/9/6,3.59,35479725,126996415
2019/9/5,3.66,70479187,257106634
2019/9/4,3.45,28566349,98829664
2019/9/3,3.4,15481712,52513717
2019/9/2,3.39,13102408,44024974
2019/8/30,3.33,12765350,42949152
2019/8/29,3.38,17450041,59066675
2019/8/28,3.35,11804464,39870404
2019/8/27,3.34,16784438,56494175
2019/8/26,3.27,13055256,42534835
2019/8/23,3.33,11510264,38048116
2019/8/22,3.29,6373570,20871994
2019/8/21,3.28,10477617,34293380
2019/8/20,3.26,9743886,31721864
2019/8/19,3.25,12281786,39529219
2019/8/16,3.17,5774562,18240257
2019/8/15,3.16,5807585,18168716
2019/8/14,3.16,6082610,19313976
2019/8/13,3.15,4526766,14180157
2019/8/12,3.17,6384206,19874414
2019/8/9,3.09,4987800,15622007
2019/8/8,3.14,6123360,19384112
2019/8/7,3.17,6086647,19299697
2019/8/6,3.18,13033062,40829828
2019/8/5,3.24,8651355,28192973
2019/8/2,3.2,8055104,25791152
2019/8/1,3.27,4356000,14286560
2019/7/31,3.31,3221780,10680508
2019/7/30,3.33,5301351,17689487
2019/7/29,3.33,7369601,24636152
2019/7/26,3.29,4836145,15910292
2019/7/25,3.32,6919667,22836692
2019/7/24,3.28,5901386,19329812
2019/7/23,3.26,4680293,15220783
2019/7/22,3.26,8158181,26796401
2019/7/19,3.36,3272029,11011584
2019/7/18,3.35,4528300,15237916
2019/7/17,3.4,5547746,18845725
2019/7/16,3.38,6118710,20693333
2019/7/15,3.37,6120858,20460168
2019/7/12,3.34,2684900,8949291
2019/7/11,3.32,5006098,16738294
2019/7/10,3.34,4465800,14986452
2019/7/9,3.36,5237393,17603217
2019/7/8,3.36,7664313,26001391
2019/7/5,3.48,3408694,11851125
2019/7/4,3.47,7846883,27329797
2019/7/3,3.52,6501226,22820404
2019/7/2,3.55,6561278,23269843
2019/7/1,3.56,12346653,43790139
2019/6/28,3.46,6369586,22092704
2019/6/27,3.5,6421806,22513593
2019/6/26,3.46,4639900,16143218
2019/6/25,3.49,8577307,29724855
2019/6/24,3.52,5287546,18565132
2019/6/21,3.52,11846135,41539546
2019/6/20,3.45,10081956,34556871
2019/6/19,3.4,7715900,26454923
2019/6/18,3.38,6079049,20592691
2019/6/17,3.41,5972891,20483149
2019/6/14,3.42,9065600,31549625
2019/6/13,3.5,7076000,24745765
2019/6/12,3.49,7213112,25182430
2019/6/11,3.52,10790305,37513537
2019/6/10,3.41,8284086,28335850
2019/6/6,3.44,10420901,35804619
2019/6/5,3.48,10222926,35695290
2019/6/4,3.51,11624200,40805232
2019/6/3,3.49,14207485,49753461
2019/5/31,3.57,12147771,43784298
2019/5/30,3.63,13524337,48884777
2019/5/29,3.68,13697759,50584568
2019/5/28,3.67,16264599,60067037
2019/5/27,3.71,20210572,73924747
2019/5/24,3.52,19787471,71092003
2019/5/23,3.68,17574088,64770750
2019/5/22,3.73,31307220,117113499
2019/5/21,3.82,36068473,137530675
2019/5/20,3.71,26387576,96196870
2019/5/17,3.65,20529208,76205332
2019/5/16,3.77,21061625,79446027
2019/5/15,3.77,26147364,98710291
2019/5/14,3.72,32815856,122969874
2019/5/13,3.7,44849647,168747353
2019/5/10,3.61,47974955,171567730
2019/5/9,3.61,69141930,245304180
2019/5/8,3.32,40380556,132150903
2019/5/7,3.12,19917571,62147082
2019/5/6,3.07,33817471,106384833
2019/4/30,3.37,22453095,76547048
2019/4/29,3.48,24639467,88899210
2019/4/26,3.63,21211312,77549274
2019/4/25,3.65,19646840,72869785
2019/4/24,3.78,15261468,57297963
2019/4/23,3.78,21794116,82210445
2019/4/22,3.8,17330297,66226846
2019/4/19,3.86,17827043,68462807
2019/4/18,3.88,16463198,64010362
2019/4/17,3.9,19241767,75217383
2019/4/16,3.9,25256138,97005673
2019/4/15,3.86,16426638,64421384
2019/4/12,3.88,15630381,60342787
2019/4/11,3.87,18872880,73653165
2019/4/10,3.94,21309678,83665061
2019/4/9,3.97,25231599,100049839
2019/4/8,3.93,42146365,167901091
2019/4/4,4.06,40889127,166784008
2019/4/3,4.1,48150445,195649290
2019/4/2,4.11,86333485,355042114
2019/4/1,4.06,59268985,236814865
2019/3/29,3.92,40665477,156080013
2019/3/28,3.77,34224823,131210138
2019/3/27,3.9,35002012,134829911
2019/3/26,3.87,52598958,208626603
2019/3/25,4.02,57429098,230731795
2019/3/22,4.07,97594428,393618780
2019/3/21,4.15,196593559,830087591
2019/3/20,4.21,195163725,811480037
2019/3/19,3.85,51230909,197895731
2019/3/18,3.82,50189045,188818573
2019/3/15,3.85,84600119,323674761
2019/3/14,3.64,66562045,242807274
2019/3/13,3.82,90146187,355441675
2019/3/12,4.11,127435149,530102280
2019/3/11,4.17,117613972,468548381
2019/3/8,3.79,172271281,693602840
2019/3/7,3.96,131330865,508300715
2019/3/6,3.6,78654310,277400345
2019/3/5,3.44,72542968,244198213
2019/3/4,3.23,46985366,153238858
2019/3/1,3.16,24009144,75257889
2019/2/28,3.17,22275197,70911664
2019/2/27,3.18,42098126,135620890
2019/2/26,3.18,73526607,234795295
2019/2/25,3.16,58961463,185162779
2019/2/22,3.02,34197923,101598857
2019/2/21,2.95,36327469,108343096
2019/2/20,2.91,24887098,72951863
2019/2/19,2.94,29422291,85073226
2019/2/18,2.89,20035819,57372872
2019/2/15,2.81,10689119,30148815
2019/2/14,2.83,20419236,57387485
2019/2/13,2.85,31004542,87618251
2019/2/12,2.75,16317656,44839135
2019/2/11,2.7,8487972,22727502
2019/2/1,2.64,4846920,12694532
2019/1/31,2.58,6094523,15907149
2019/1/30,2.6,4468489,11748758
2019/1/29,2.65,7501836,19824970
2019/1/28,2.66,7578698,20392402
2019/1/25,2.71,15658740,42905326
2019/1/24,2.7,7885917,21297314
2019/1/23,2.67,4336423,11554885
2019/1/22,2.68,7826196,20998592
2019/1/21,2.7,6088291,16492643
2019/1/18,2.7,6638319,17854591
2019/1/17,2.68,5741795,15451028
2019/1/16,2.7,9275237,25165453
2019/1/15,2.7,6410182,17243996
2019/1/14,2.68,4604401,12397031
2019/1/11,2.69,5212411,13995201
2019/1/10,2.68,7144434,19335303
2019/1/9,2.71,13082240,35626172
2019/1/8,2.67,8274061,22166570
2019/1/7,2.7,17061807,46284195
2019/1/4,2.59,5873679,15091254
2019/1/3,2.53,3709047,9410309
2019/1/2,2.52,2560212,6473193
2018/12/28,2.52,4076537,10319260
2018/12/27,2.54,4635235,11869410
2018/12/26,2.56,3955756,10127601
2018/12/25,2.57,8696537,22216058
2018/12/24,2.63,3322300,8721290
2018/12/21,2.62,4301131,11231564
2018/12/20,2.62,3971037,10419507
2018/12/19,2.62,4584937,11999913
2018/12/18,2.62,4561796,11962489
2018/12/17,2.64,4006114,10534957
2018/12/14,2.63,8308297,22067192
2018/12/13,2.68,7845270,21091451
2018/12/12,2.67,6570284,17553883
2018/12/11,2.67,8634196,23098922
2018/12/10,2.66,18928952,50609323
2018/12/7,2.77,40563581,112271588
2018/12/6,2.87,72776277,213407444
2018/12/5,2.73,9062600,24579049
2018/12/4,2.75,8744211,23932084
2018/12/3,2.72,10553589,28752552
2018/11/30,2.65,9304800,24647801
2018/11/29,2.66,8837001,23968523
2018/11/28,2.74,11734619,31869724
2018/11/27,2.7,7723720,20858756
2018/11/26,2.69,6866615,18445104
2018/11/23,2.68,17463055,47407268
2018/11/22,2.8,8574956,24115070
2018/11/21,2.81,15539370,43604609
2018/11/20,2.77,20405600,57674042
2018/11/19,2.92,29159069,84788505
2018/11/16,2.95,42944262,126116591
2018/11/15,2.87,30474831,87460037
2018/11/14,2.82,30637218,87205728
2018/11/13,2.82,36958620,103498044
2018/11/12,2.77,24261145,66103425
2018/11/9,2.75,48293350,135115908
2018/11/8,2.84,30879976,85695895
2018/11/7,2.58,12992187,33912617
2018/11/6,2.66,20562810,54724017
2018/11/5,2.61,18287715,47263133
2018/11/2,2.52,9135536,22820375
2018/11/1,2.47,8640584,21533583
2018/10/31,2.46,7537282,18505337
2018/10/30,2.44,5029063,12214501
2018/10/29,2.41,4077684,9890381
2018/10/26,2.43,5095417,12474181
2018/10/25,2.42,4333566,10406920
2018/10/24,2.44,5408781,13124686
2018/10/23,2.43,7312100,17905543
2018/10/22,2.47,11789207,29050859
2018/10/19,2.36,7927257,18657250
2018/10/18,2.31,6610733,15485456
2018/10/17,2.41,7040608,16942639
2018/10/16,2.4,11757746,28717474
2018/10/15,2.34,6417981,15297589
2018/10/12,2.41,15044357,35617344
2018/10/11,2.51,13696430,35219494
2018/10/10,2.73,2679834,7295684
2018/10/9,2.72,3097700,8435569
2018/10/8,2.72,4444629,12131119
2018/9/28,2.76,4156828,11462134
2018/9/27,2.75,4742588,13117041
2018/9/26,2.79,5258565,14720823
2018/9/25,2.79,3466374,9678423
2018/9/21,2.81,4713400,13181336
2018/9/20,2.78,4085849,11374759
2018/9/19,2.79,5321142,14912649
2018/9/18,2.78,3917000,10797240
2018/9/17,2.74,3337884,9167920
2018/9/14,2.77,3242289,8998468
2018/9/13,2.78,3584401,9950457
2018/9/12,2.77,3077790,8555964
2018/9/11,2.76,4227184,11697462
2018/9/10,2.78,6486840,18020304
2018/9/7,2.82,4929410,14016301
2018/9/6,2.85,7354955,20954322
2018/9/5,2.82,5766525,16337237
2018/9/4,2.83,4729022,13339035
2018/9/3,2.8,7376475,20494191
2018/8/31,2.82,4457996,12610775
2018/8/30,2.85,5304876,15205175
2018/8/29,2.9,4257400,12330534
2018/8/28,2.92,6750126,19686698
2018/8/27,2.93,10726598,31308763
2018/8/24,2.91,8590430,24941389
2018/8/23,2.89,5441788,15655132
2018/8/22,2.87,5360408,15422265
2018/8/21,2.86,5026434,14402022
2018/8/20,2.86,4518250,12783755
2018/8/17,2.81,5746700,16240144
2018/8/16,2.82,5526750,15723608
2018/8/15,2.85,5712100,16468761
2018/8/14,2.92,6364904,18564264
2018/8/13,2.94,8157410,23502106
2018/8/10,2.9,6423800,18584939
2018/8/9,2.9,9348400,27082911
2018/8/8,2.83,5464650,15570107
2018/8/7,2.86,6223491,17590868
2018/8/6,2.78,5504600,15392484
2018/8/3,2.8,5816556,16484789
2018/8/2,2.83,10756372,30474706
2018/8/1,2.91,6873200,20328522
2018/7/31,2.95,5997155,17572343
2018/7/30,2.93,11864922,35162461
2018/7/27,2.98,8209772,24577590
2018/7/26,3.02,15470973,46634869
2018/7/25,2.99,14183913,42328429
2018/7/24,2.98,16405925,48570614
2018/7/23,2.93,11691721,34058600
2018/7/20,2.93,19680541,57129842
2018/7/19,2.95,40294267,120660932
2018/7/18,3.07,19964835,60460753
2018/7/17,2.79,4283811,11880351
2018/7/16,2.79,5490231,15360511
2018/7/13,2.8,5892739,16529312
2018/7/12,2.79,7835082,21852140
2018/7/11,2.73,6991047,19179704
2018/7/10,2.81,6145890,17208856
2018/7/9,2.81,7422340,20730408
2018/7/6,2.75,7839636,21553082
2018/7/5,2.71,6879155,18762481
2018/7/4,2.75,9384751,26094475
2018/7/3,2.82,13146197,36694608
2018/7/2,2.74,10312217,28522100
2018/6/29,2.75,7849023,21464067
2018/6/28,2.67,4816600,13008982
2018/6/27,2.7,6940944,18847297
2018/6/26,2.75,8140570,22092492
2018/6/25,2.7,5381462,14578842
2018/6/22,2.7,6075164,16206369
2018/6/21,2.67,7874001,21277340
2018/6/20,2.72,8877459,23808006
2018/6/19,2.66,18191972,49083576
2018/6/15,2.85,8985444,25689997
2018/6/14,2.91,4541210,13218106
2018/6/13,2.91,14587141,42763789
2018/6/12,3.02,5457200,16434697
2018/6/11,2.99,4752241,14287563
2018/6/8,3.02,7449596,22377458
2018/6/7,3.02,5189905,15712519
2018/6/6,3.04,6569191,19961330
2018/6/5,3.04,6603830,19940767
2018/6/4,2.98,7843344,23392779
2018/6/1,2.98,6305232,18848268
2018/5/31,3.01,7856551,23585456
2018/5/30,2.98,16330342,49107475
2018/5/29,3.11,7781662,24163837
2018/5/28,3.09,11949204,37010450
2018/5/25,3.13,14507476,45999612
2018/5/24,3.22,19347000,62829135
2018/5/23,3.26,34091878,111351621
2018/5/22,3.19,9244174,29399761
2018/5/21,3.2,12392996,39525955
2018/5/18,3.16,11221607,35289633
2018/5/17,3.16,10365231,32860332
2018/5/16,3.18,12490300,40039445
2018/5/15,3.25,11105690,35894196
2018/5/14,3.23,11616988,37664709
2018/5/11,3.23,15667951,50924465
2018/5/10,3.24,24683309,79765013
2018/5/9,3.25,23493596,76623262
2018/5/8,3.32,29188878,96439985
2018/5/7,3.33,46651725,154004569
2018/5/4,3.27,37081086,122738391
2018/5/3,3.36,50302179,166890485
2018/5/2,3.32,63362746,209216314
2018/4/27,3.42,145170668,506961391
2018/4/26,3.73,163494973,601608556
2018/4/25,3.39,37739095,124908890
2018/4/24,3.08,9343815,28617505
2018/4/23,3.04,11966868,36640191
2018/4/20,3.09,14098722,43787221
2018/4/19,3.08,11116104,34195542
2018/4/18,3.09,17286484,52907698
2018/4/17,2.98,5919655,17731944
2018/4/16,3.02,6110485,18411662
2018/4/13,3.05,4406000,13440595
2018/4/12,3.06,4693599,14435555
2018/4/11,3.09,6529169,20233257
2018/4/10,3.08,6016360,18410885
2018/4/9,3.05,6905461,21018650
2018/4/4,3.09,6539183,20309301
2018/4/3,3.12,13542779,42211982
2018/4/2,3.22,17875845,57101031
2018/3/30,3.11,7535411,23516460
2018/3/29,3.09,6733552,20809383
2018/3/28,3.08,5805476,17868015
2018/3/27,3.09,10313545,31832454
2018/3/26,3.02,11465831,33684743
2018/3/23,3.01,18322994,55852412
2018/3/22,3.2,10563662,33775099
2018/3/21,3.17,9025915,28826936
2018/3/20,3.15,7134219,22421722
2018/3/19,3.17,6868788,21838696
2018/3/16,3.2,7686069,24777095
2018/3/15,3.23,10136660,32406373
2018/3/14,3.22,10668924,34348029
2018/3/13,3.26,15370661,50428702
2018/3/12,3.34,27010969,88965315
2018/3/9,3.2,21589926,69016761
2018/3/8,3.22,30653559,98894214
2018/3/7,3.32,70649945,238542218
2018/3/6,3.26,19621974,62657039
2018/3/5,2.96,4923703,14553505
2018/3/2,2.98,8442283,25237190
2018/3/1,3.03,11238078,33732033
2018/2/28,2.95,5890013,17336174
2018/2/27,2.96,9255702,27384871
2018/2/26,2.95,10470124,30692692
2018/2/23,2.89,6317447,18102261
2018/2/22,2.87,5985447,17103807
2018/2/14,2.83,5373494,15150491
2018/2/13,2.84,9102300,25813252
2018/2/12,2.83,13390320,37558407
2018/2/9,2.7,12083475,32724456
2018/2/8,2.78,9835970,27192683
2018/2/7,2.73,14715243,40190993
2018/2/6,2.67,21409811,59275527
2018/2/5,2.9,7790197,22610203
2018/2/2,2.94,17572509,50896535
2018/2/1,2.94,33107553,99302361
2018/1/31,3.18,41221136,132211459
2018/1/30,3.51,6800927,23970492
2018/1/29,3.54,7980576,28358752
2018/1/26,3.6,11250942,40436377
2018/1/25,3.57,15442375,55266004
2018/1/24,3.54,9145616,32451600
2018/1/23,3.55,7116509,25184683
2018/1/22,3.55,5436421,19296666
2018/1/19,3.55,6580172,23439877
2018/1/18,3.58,4288620,15328752
2018/1/17,3.58,6375579,22683575
2018/1/16,3.58,5273049,18815806
2018/1/15,3.56,9922900,35631678
2018/1/12,3.64,7773311,28419068
2018/1/11,3.69,10342573,37913669
2018/1/10,3.64,6529600,23739844
2018/1/9,3.67,5457294,20063820
2018/1/8,3.68,8125555,29837741
2018/1/5,3.69,5579427,20569323
2018/1/4,3.71,5996750,22215010
2018/1/3,3.69,7218015,26669500
2018/1/2,3.67,5098205,18663015
2017/12/29,3.64,4749721,17244723
2017/12/28,3.63,5774844,20993576
2017/12/27,3.63,5252432,19030002
2017/12/26,3.65,5393402,19566277
2017/12/25,3.62,8360922,30302357
2017/12/22,3.69,3538600,13090499
2017/12/21,3.69,6616364,24353949
2017/12/20,3.66,10212218,38181235
2017/12/19,3.8,3588827,13607233
2017/12/18,3.78,4520011,17120847
2017/12/15,3.81,5831839,22137212
2017/12/14,3.82,9597902,36853725
2017/12/13,3.88,6314912,24502236
2017/12/12,3.87,11714453,45533963
2017/12/11,3.9,16163789,62882319
2017/12/8,3.84,11684946,44863371
2017/12/7,3.79,6542745,24713320
2017/12/6,3.78,8119369,30422474
2017/12/5,3.77,12322882,46701052
2017/12/4,3.81,10618552,40581856
2017/12/1,3.85,26164955,99848209
2017/11/30,3.77,23635019,88880871
2017/11/29,3.69,8957207,32847489
2017/11/28,3.67,5413150,19745347
2017/11/27,3.64,7995601,29281892
2017/11/24,3.66,7974684,29094789
2017/11/23,3.61,7814031,28610682
2017/11/22,3.71,12363794,45963180
2017/11/21,3.66,9139141,33382555
2017/11/20,3.62,10430406,37275324
2017/11/17,3.58,15351050,55647357
2017/11/16,3.7,9701660,36187209
2017/11/15,3.77,8351760,31501310
2017/11/14,3.78,13815453,52506796
2017/11/13,3.85,25157140,95931211
2017/11/10,3.73,10098553,37551900
2017/11/9,3.68,7067965,26034542
2017/11/8,3.68,8863280,32681059
2017/11/7,3.67,10119494,36942428
2017/11/6,3.64,8830412,32090069
2017/11/3,3.63,13674316,49779548
2017/11/2,3.71,7905983,29515497
2017/11/1,3.77,7512123,28473770
2017/10/31,3.77,8911002,33375999
2017/10/30,3.73,14336154,53906835
2017/10/27,3.87,7425900,28781009
2017/10/26,3.88,11088075,42795425
2017/10/25,3.87,6817275,26255155
2017/10/24,3.85,11272168,43522571
2017/10/23,3.89,11525493,44864698
2017/10/20,3.93,6559461,25700763
2017/10/19,3.91,13584533,53385136
2017/10/18,4.01,13884294,55813867
2017/10/17,3.96,8011716,31736691
2017/10/16,3.98,16086159,64623623
2017/10/13,4.07,11133573,45295142
2017/10/12,4.09,10403460,42767389
2017/10/11,4.13,12988520,53597079
2017/10/10,4.12,12145307,49965599
2017/10/9,4.12,20660548,84927370
2017/9/29,4.02,9159906,36753434
2017/9/28,3.99,10249700,41115600
2017/9/27,4.02,5322830,21422270
2017/9/26,4.01,9608113,38535707
2017/9/25,4.03,8726018,35274194
2017/9/22,4.03,12253383,49487744
2017/9/21,4.08,15562706,63882688
2017/9/20,4.1,11284637,46115146
2017/9/19,4.06,15009479,61271621
2017/9/18,4.14,13920112,57120635
2017/9/15,4.11,21792769,89349141
2017/9/14,4.16,31482085,131497739
2017/9/13,4.22,55416011,234171094
2017/9/12,4.2,59127917,242409121
2017/9/11,4.07,22037321,89609878
2017/9/8,4.04,18984891,76098029
2017/9/7,4.04,48878283,197989795
2017/9/6,4.01,74808679,299730432
2017/9/5,3.87,17035732,65901368
2017/9/4,3.91,28730114,111475253
2017/9/1,3.84,12822141,49131221
2017/8/31,3.82,10594752,40507490
2017/8/30,3.85,12416082,47917201
